time,TrialID,numTargs,HA0_engagement,HA1_engagement
1009.252,17.0,4.0,-1,-1
1009.272,17.0,4.0,-1,-1
1009.292,17.0,4.0,-1,-1
1009.312,17.0,4.0,-1,-1
1009.332,17.0,4.0,-1,-1
1009.352,17.0,4.0,-1,-1
1009.372,17.0,4.0,-1,-1
1009.392,17.0,4.0,-1,-1
1009.412,17.0,4.0,-1,-1
1009.432,17.0,4.0,-1,-1
1009.452,17.0,4.0,-1,-1
1009.472,17.0,4.0,-1,-1
1009.492,17.0,4.0,-1,-1
1009.512,17.0,4.0,-1,-1
1009.532,17.0,4.0,-1,-1
1009.552,17.0,4.0,-1,-1
1009.572,17.0,4.0,-1,-1
1009.592,17.0,4.0,-1,-1
1009.612,17.0,4.0,-1,-1
1009.632,17.0,4.0,-1,-1
1009.652,17.0,4.0,-1,-1
1009.672,17.0,4.0,-1,-1
1009.692,17.0,4.0,-1,-1
1009.712,17.0,4.0,-1,-1
1009.732,17.0,4.0,-1,-1
1009.752,17.0,4.0,-1,-1
1009.772,17.0,4.0,-1,-1
1009.792,17.0,4.0,-1,-1
1009.812,17.0,4.0,-1,-1
1009.832,17.0,4.0,-1,-1
1009.852,17.0,4.0,-1,-1
1009.872,17.0,4.0,-1,-1
1009.892,17.0,4.0,-1,-1
1009.912,17.0,4.0,-1,-1
1009.932,17.0,4.0,-1,-1
1009.952,17.0,4.0,-1,-1
1009.972,17.0,4.0,-1,-1
1009.992,17.0,4.0,-1,-1
1010.012,17.0,4.0,-1,-1
1010.032,17.0,4.0,-1,-1
1010.052,17.0,4.0,-1,-1
1010.072,17.0,4.0,-1,-1
1010.092,17.0,4.0,-1,-1
1010.112,17.0,4.0,-1,-1
1010.132,17.0,4.0,-1,-1
1010.152,17.0,4.0,-1,-1
1010.172,17.0,4.0,-1,-1
1010.192,17.0,4.0,-1,-1
1010.212,17.0,4.0,-1,-1
1010.232,17.0,4.0,-1,-1
1010.252,17.0,4.0,-1,-1
1010.272,17.0,4.0,-1,-1
1010.292,17.0,4.0,-1,-1
1010.312,17.0,4.0,-1,-1
1010.332,17.0,4.0,-1,-1
1010.352,17.0,4.0,-1,-1
1010.372,17.0,4.0,-1,-1
1010.392,17.0,4.0,-1,-1
1010.412,17.0,4.0,-1,-1
1010.432,17.0,4.0,-1,-1
1010.452,17.0,4.0,-1,-1
1010.472,17.0,4.0,-1,-1
1010.492,17.0,4.0,-1,-1
1010.512,17.0,4.0,-1,-1
1010.532,17.0,4.0,-1,-1
1010.552,17.0,4.0,-1,-1
1010.572,17.0,4.0,-1,-1
1010.592,17.0,4.0,-1,-1
1010.612,17.0,4.0,-1,-1
1010.632,17.0,4.0,-1,-1
1010.652,17.0,4.0,-1,-1
1010.672,17.0,4.0,-1,-1
1010.692,17.0,4.0,-1,-1
1010.712,17.0,4.0,-1,-1
1010.732,17.0,4.0,-1,-1
1010.752,17.0,4.0,-1,-1
1010.772,17.0,4.0,-1,-1
1010.792,17.0,4.0,-1,-1
1010.812,17.0,4.0,-1,-1
1010.832,17.0,4.0,-1,-1
1010.852,17.0,4.0,-1,-1
1010.872,17.0,4.0,-1,-1
1010.892,17.0,4.0,-1,-1
1010.912,17.0,4.0,-1,-1
1010.932,17.0,4.0,-1,-1
1010.952,17.0,4.0,-1,-1
1010.972,17.0,4.0,-1,-1
1010.992,17.0,4.0,-1,-1
1011.012,17.0,4.0,-1,-1
1011.032,17.0,4.0,-1,-1
1011.052,17.0,4.0,-1,-1
1011.072,17.0,4.0,-1,-1
1011.092,17.0,4.0,-1,-1
1011.112,17.0,4.0,-1,-1
1011.132,17.0,4.0,-1,-1
1011.152,17.0,4.0,-1,-1
1011.172,17.0,4.0,-1,-1
1011.192,17.0,4.0,-1,-1
