time,TrialID,numTargs,HA0_engagement,HA1_engagement
86.87172,3.0,5.0,-1,-1
86.89172,3.0,5.0,-1,-1
86.91172,3.0,5.0,-1,-1
86.93172,3.0,5.0,-1,-1
86.95171,3.0,5.0,-1,-1
86.97172,3.0,5.0,-1,-1
86.99171,3.0,5.0,-1,-1
87.01172,3.0,5.0,-1,-1
87.03172,3.0,5.0,-1,-1
87.05172,3.0,5.0,-1,-1
87.07172,3.0,5.0,-1,-1
87.09171,3.0,5.0,-1,-1
87.11172,3.0,5.0,-1,-1
87.13171,3.0,5.0,-1,-1
87.15172,3.0,5.0,-1,-1
87.17171,3.0,5.0,-1,-1
87.19172,3.0,5.0,-1,-1
87.21172,3.0,5.0,-1,-1
87.23172,3.0,5.0,-1,-1
87.25172,3.0,5.0,-1,-1
87.27171,3.0,5.0,-1,-1
87.29172,3.0,5.0,-1,-1
87.31171,3.0,5.0,-1,-1
87.33172,3.0,5.0,-1,-1
87.35172,3.0,5.0,-1,-1
87.37172,3.0,5.0,-1,-1
87.39172,3.0,5.0,-1,-1
87.41171,3.0,5.0,-1,-1
87.43172,3.0,5.0,-1,-1
87.45171,3.0,5.0,-1,-1
87.47172,3.0,5.0,-1,-1
87.49171,3.0,5.0,-1,-1
87.51172,3.0,5.0,-1,-1
87.53172,3.0,5.0,-1,-1
87.55172,3.0,5.0,-1,-1
87.57172,3.0,5.0,-1,-1
87.59171,3.0,5.0,-1,-1
87.61172,3.0,5.0,-1,-1
87.63171,3.0,5.0,-1,-1
87.65172,3.0,5.0,-1,-1
87.67171,3.0,5.0,-1,-1
87.69172,3.0,5.0,-1,-1
87.71172,3.0,5.0,-1,-1
87.73172,3.0,5.0,-1,-1
87.75172,3.0,5.0,-1,-1
87.77171,3.0,5.0,-1,-1
87.79172,3.0,5.0,-1,-1
87.81171,3.0,5.0,-1,-1
87.83172,3.0,5.0,-1,-1
87.85172,3.0,5.0,-1,-1
87.87172,3.0,5.0,-1,-1
87.89172,3.0,5.0,-1,-1
87.91171,3.0,5.0,-1,-1
87.93172,3.0,5.0,-1,-1
87.95171,3.0,5.0,-1,-1
87.97172,3.0,5.0,-1,-1
87.99171,3.0,5.0,-1,-1
88.01172,3.0,5.0,-1,-1
