time,TrialID,numTargs,HA0_engagement,HA1_engagement
214.7117,4.0,3.0,-1,-1
214.7317,4.0,3.0,-1,-1
214.7517,4.0,3.0,-1,-1
214.7717,4.0,3.0,-1,-1
214.7917,4.0,3.0,-1,-1
214.8117,4.0,3.0,-1,-1
214.8317,4.0,3.0,-1,-1
214.8517,4.0,3.0,-1,-1
214.8717,4.0,3.0,-1,-1
214.8917,4.0,3.0,-1,-1
214.9117,4.0,3.0,-1,-1
214.9317,4.0,3.0,-1,-1
214.9517,4.0,3.0,-1,-1
214.9717,4.0,3.0,-1,-1
214.9917,4.0,3.0,-1,-1
215.0117,4.0,3.0,-1,-1
215.0317,4.0,3.0,-1,-1
215.0517,4.0,3.0,-1,-1
215.0717,4.0,3.0,-1,-1
215.0917,4.0,3.0,-1,-1
215.1117,4.0,3.0,-1,-1
215.1317,4.0,3.0,-1,-1
215.1517,4.0,3.0,-1,-1
215.1717,4.0,3.0,-1,-1
215.1917,4.0,3.0,-1,-1
215.2117,4.0,3.0,-1,-1
215.2317,4.0,3.0,-1,-1
215.2517,4.0,3.0,-1,-1
215.2717,4.0,3.0,-1,-1
215.2917,4.0,3.0,-1,-1
215.3117,4.0,3.0,-1,-1
215.3317,4.0,3.0,-1,-1
215.3517,4.0,3.0,-1,-1
215.3717,4.0,3.0,-1,-1
215.3917,4.0,3.0,-1,-1
215.4117,4.0,3.0,-1,-1
215.4317,4.0,3.0,-1,-1
215.4517,4.0,3.0,-1,-1
215.4717,4.0,3.0,-1,-1
215.4917,4.0,3.0,-1,-1
215.5117,4.0,3.0,-1,-1
215.5317,4.0,3.0,-1,-1
215.5517,4.0,3.0,-1,-1
215.5717,4.0,3.0,-1,-1
215.5917,4.0,3.0,-1,-1
215.6117,4.0,3.0,-1,-1
215.6317,4.0,3.0,-1,-1
215.6517,4.0,3.0,-1,-1
215.6717,4.0,3.0,-1,-1
215.6917,4.0,3.0,-1,-1
215.7117,4.0,3.0,-1,-1
215.7317,4.0,3.0,-1,-1
215.7517,4.0,3.0,-1,-1
215.7717,4.0,3.0,-1,-1
215.7917,4.0,3.0,-1,-1
215.8117,4.0,3.0,-1,-1
215.8317,4.0,3.0,-1,-1
215.8517,4.0,3.0,-1,-1
215.8717,4.0,3.0,-1,-1
215.8917,4.0,3.0,-1,-1
215.9117,4.0,3.0,-1,-1
215.9317,4.0,3.0,-1,-1
