time,TrialID,numTargs,HA0_engagement,HA1_engagement
1579.803,7.0,3.0,-1,-1
1579.823,7.0,3.0,-1,1
1579.843,7.0,3.0,-1,1
1579.863,7.0,3.0,-1,1
1579.883,7.0,3.0,-1,1
1579.903,7.0,3.0,-1,1
1579.923,7.0,3.0,-1,-1
1579.943,7.0,3.0,-1,-1
1579.963,7.0,3.0,-1,-1
1579.983,7.0,3.0,-1,-1
1580.003,7.0,3.0,-1,-1
1580.023,7.0,3.0,-1,-1
1580.043,7.0,3.0,-1,-1
1580.063,7.0,3.0,-1,-1
1580.083,7.0,3.0,-1,-1
1580.103,7.0,3.0,-1,-1
1580.123,7.0,3.0,-1,-1
1580.143,7.0,3.0,-1,-1
1580.163,7.0,3.0,-1,-1
1580.183,7.0,3.0,-1,-1
1580.203,7.0,3.0,-1,-1
1580.223,7.0,3.0,-1,-1
1580.243,7.0,3.0,-1,-1
1580.263,7.0,3.0,-1,-1
1580.283,7.0,3.0,-1,-1
1580.303,7.0,3.0,-1,-1
1580.323,7.0,3.0,-1,-1
1580.343,7.0,3.0,-1,-1
1580.363,7.0,3.0,-1,-1
1580.383,7.0,3.0,-1,-1
1580.403,7.0,3.0,-1,-1
1580.423,7.0,3.0,-1,-1
1580.443,7.0,3.0,-1,-1
1580.463,7.0,3.0,-1,-1
1580.483,7.0,3.0,-1,-1
1580.503,7.0,3.0,-1,-1
1580.523,7.0,3.0,-1,-1
1580.543,7.0,3.0,-1,-1
1580.563,7.0,3.0,-1,-1
1580.583,7.0,3.0,-1,-1
1580.603,7.0,3.0,-1,-1
1580.623,7.0,3.0,-1,-1
1580.643,7.0,3.0,-1,-1
1580.663,7.0,3.0,-1,-1
1580.683,7.0,3.0,-1,-1
1580.703,7.0,3.0,-1,-1
1580.723,7.0,3.0,-1,-1
1580.743,7.0,3.0,-1,-1
1580.763,7.0,3.0,-1,-1
1580.783,7.0,3.0,-1,-1
1580.803,7.0,3.0,-1,-1
1580.823,7.0,3.0,-1,-1
1580.843,7.0,3.0,-1,-1
1580.863,7.0,3.0,-1,-1
1580.883,7.0,3.0,-1,-1
1580.903,7.0,3.0,-1,-1
1580.923,7.0,3.0,-1,-1
1580.943,7.0,3.0,-1,-1
1580.963,7.0,3.0,-1,-1
1580.983,7.0,3.0,-1,-1
1581.003,7.0,3.0,-1,-1
1581.023,7.0,3.0,-1,-1
1581.043,7.0,3.0,-1,-1
1581.063,7.0,3.0,-1,-1
1581.083,7.0,3.0,-1,-1
1581.103,7.0,3.0,-1,-1
1581.123,7.0,3.0,-1,-1
1581.143,7.0,3.0,-1,-1
1581.163,7.0,3.0,-1,-1
