time,TrialID,numTargs,HA0_engagement,HA1_engagement
1061.381,18.0,5.0,-1,-1
1061.401,18.0,5.0,-1,2
1061.421,18.0,5.0,-1,2
1061.441,18.0,5.0,-1,2
1061.461,18.0,5.0,-1,2
1061.481,18.0,5.0,-1,2
1061.501,18.0,5.0,-1,2
1061.521,18.0,5.0,-1,-1
1061.541,18.0,5.0,-1,-1
1061.561,18.0,5.0,-1,-1
1061.581,18.0,5.0,-1,-1
1061.601,18.0,5.0,-1,-1
1061.621,18.0,5.0,-1,-1
1061.641,18.0,5.0,-1,-1
1061.661,18.0,5.0,-1,-1
1061.681,18.0,5.0,-1,-1
1061.701,18.0,5.0,-1,-1
1061.721,18.0,5.0,-1,-1
1061.741,18.0,5.0,-1,-1
1061.761,18.0,5.0,-1,-1
1061.781,18.0,5.0,-1,-1
1061.801,18.0,5.0,-1,-1
1061.821,18.0,5.0,-1,-1
1061.841,18.0,5.0,-1,-1
1061.861,18.0,5.0,-1,-1
1061.881,18.0,5.0,-1,-1
1061.901,18.0,5.0,-1,-1
1061.921,18.0,5.0,-1,-1
1061.941,18.0,5.0,-1,-1
1061.961,18.0,5.0,-1,-1
1061.981,18.0,5.0,-1,-1
1062.001,18.0,5.0,-1,-1
1062.021,18.0,5.0,-1,-1
1062.041,18.0,5.0,-1,-1
1062.061,18.0,5.0,-1,-1
1062.081,18.0,5.0,-1,-1
1062.101,18.0,5.0,-1,-1
1062.121,18.0,5.0,-1,-1
1062.141,18.0,5.0,-1,-1
1062.161,18.0,5.0,-1,-1
1062.181,18.0,5.0,-1,-1
1062.201,18.0,5.0,-1,-1
1062.221,18.0,5.0,-1,-1
1062.241,18.0,5.0,-1,-1
1062.261,18.0,5.0,-1,-1
1062.281,18.0,5.0,-1,-1
1062.301,18.0,5.0,-1,-1
1062.321,18.0,5.0,-1,-1
1062.341,18.0,5.0,-1,-1
1062.361,18.0,5.0,-1,-1
1062.381,18.0,5.0,-1,-1
1062.401,18.0,5.0,-1,-1
1062.421,18.0,5.0,-1,-1
1062.441,18.0,5.0,-1,-1
1062.461,18.0,5.0,-1,-1
1062.481,18.0,5.0,-1,-1
1062.501,18.0,5.0,-1,-1
1062.521,18.0,5.0,-1,-1
1062.541,18.0,5.0,-1,-1
1062.561,18.0,5.0,-1,-1
1062.581,18.0,5.0,-1,-1
1062.601,18.0,5.0,-1,-1
1062.621,18.0,5.0,-1,-1
1062.641,18.0,5.0,-1,-1
1062.661,18.0,5.0,-1,-1
1062.681,18.0,5.0,-1,-1
1062.701,18.0,5.0,-1,-1
1062.721,18.0,5.0,-1,-1
1062.741,18.0,5.0,-1,-1
1062.761,18.0,5.0,-1,-1
1062.781,18.0,5.0,-1,-1
1062.801,18.0,5.0,-1,-1
1062.821,18.0,5.0,-1,-1
1062.841,18.0,5.0,-1,-1
1062.861,18.0,5.0,-1,-1
1062.881,18.0,5.0,-1,-1
1062.901,18.0,5.0,-1,-1
1062.921,18.0,5.0,-1,-1
1062.941,18.0,5.0,-1,-1
1062.961,18.0,5.0,-1,-1
1062.981,18.0,5.0,-1,-1
1063.001,18.0,5.0,-1,-1
1063.021,18.0,5.0,-1,-1
1063.041,18.0,5.0,-1,-1
1063.061,18.0,5.0,-1,-1
1063.081,18.0,5.0,-1,-1
1063.101,18.0,5.0,-1,-1
1063.121,18.0,5.0,-1,-1
1063.141,18.0,5.0,-1,-1
1063.161,18.0,5.0,-1,-1
1063.181,18.0,5.0,-1,-1
1063.201,18.0,5.0,-1,-1
1063.221,18.0,5.0,-1,-1
1063.241,18.0,5.0,-1,-1
1063.261,18.0,5.0,-1,-1
1063.281,18.0,5.0,-1,-1
1063.301,18.0,5.0,-1,-1
1063.321,18.0,5.0,-1,-1
1063.341,18.0,5.0,-1,-1
1063.361,18.0,5.0,-1,-1
1063.381,18.0,5.0,-1,-1
1063.401,18.0,5.0,-1,-1
1063.421,18.0,5.0,-1,-1
1063.441,18.0,5.0,-1,-1
1063.461,18.0,5.0,-1,-1
1063.481,18.0,5.0,-1,-1
1063.501,18.0,5.0,-1,-1
1063.521,18.0,5.0,-1,-1
1063.541,18.0,5.0,-1,-1
1063.561,18.0,5.0,-1,-1
1063.581,18.0,5.0,-1,-1
1063.601,18.0,5.0,-1,-1
1063.621,18.0,5.0,-1,-1
1063.641,18.0,5.0,-1,-1
1063.661,18.0,5.0,-1,-1
1063.681,18.0,5.0,-1,-1
1063.701,18.0,5.0,-1,-1
1063.721,18.0,5.0,-1,-1
1063.741,18.0,5.0,-1,-1
