time,TrialID,numTargs,HA0_engagement,HA1_engagement
1296.982,8.0,4.0,-1,-1
1297.002,8.0,4.0,-1,-1
1297.022,8.0,4.0,-1,-1
1297.042,8.0,4.0,-1,-1
1297.062,8.0,4.0,-1,-1
1297.082,8.0,4.0,-1,-1
1297.102,8.0,4.0,-1,-1
1297.122,8.0,4.0,-1,-1
1297.142,8.0,4.0,-1,-1
1297.162,8.0,4.0,-1,-1
1297.182,8.0,4.0,-1,-1
1297.202,8.0,4.0,-1,-1
1297.222,8.0,4.0,-1,-1
1297.242,8.0,4.0,-1,-1
1297.262,8.0,4.0,-1,-1
1297.282,8.0,4.0,-1,-1
1297.302,8.0,4.0,-1,-1
1297.322,8.0,4.0,-1,-1
1297.342,8.0,4.0,-1,-1
1297.362,8.0,4.0,-1,-1
1297.382,8.0,4.0,-1,-1
1297.402,8.0,4.0,-1,-1
1297.422,8.0,4.0,-1,-1
1297.442,8.0,4.0,-1,-1
1297.462,8.0,4.0,-1,-1
1297.482,8.0,4.0,-1,-1
1297.502,8.0,4.0,-1,-1
1297.522,8.0,4.0,-1,-1
1297.542,8.0,4.0,-1,-1
1297.562,8.0,4.0,-1,-1
1297.582,8.0,4.0,-1,-1
1297.602,8.0,4.0,-1,-1
1297.622,8.0,4.0,-1,-1
1297.642,8.0,4.0,-1,-1
1297.662,8.0,4.0,-1,-1
1297.682,8.0,4.0,-1,-1
1297.702,8.0,4.0,-1,-1
1297.722,8.0,4.0,-1,-1
1297.742,8.0,4.0,-1,-1
1297.762,8.0,4.0,-1,-1
1297.782,8.0,4.0,-1,-1
1297.802,8.0,4.0,-1,-1
1297.822,8.0,4.0,-1,-1
1297.842,8.0,4.0,-1,-1
1297.862,8.0,4.0,-1,-1
1297.882,8.0,4.0,-1,-1
1297.902,8.0,4.0,-1,-1
1297.922,8.0,4.0,-1,-1
1297.942,8.0,4.0,-1,-1
1297.962,8.0,4.0,-1,-1
1297.982,8.0,4.0,-1,-1
1298.002,8.0,4.0,-1,-1
1298.022,8.0,4.0,-1,-1
1298.042,8.0,4.0,-1,-1
1298.062,8.0,4.0,-1,-1
1298.082,8.0,4.0,-1,-1
1298.102,8.0,4.0,-1,-1
1298.122,8.0,4.0,-1,-1
1298.142,8.0,4.0,-1,-1
1298.162,8.0,4.0,-1,-1
1298.182,8.0,4.0,-1,-1
1298.202,8.0,4.0,-1,-1
1298.222,8.0,4.0,-1,-1
1298.242,8.0,4.0,-1,-1
1298.262,8.0,4.0,-1,-1
1298.282,8.0,4.0,-1,-1
1298.302,8.0,4.0,-1,-1
1298.322,8.0,4.0,-1,-1
1298.342,8.0,4.0,-1,-1
1298.362,8.0,4.0,-1,-1
1298.382,8.0,4.0,-1,-1
1298.402,8.0,4.0,-1,-1
1298.422,8.0,4.0,-1,-1
1298.442,8.0,4.0,-1,-1
1298.462,8.0,4.0,-1,-1
1298.482,8.0,4.0,-1,-1
1298.502,8.0,4.0,-1,-1
1298.522,8.0,4.0,-1,-1
1298.542,8.0,4.0,-1,-1
1298.562,8.0,4.0,-1,-1
1298.582,8.0,4.0,-1,-1
1298.602,8.0,4.0,-1,-1
1298.622,8.0,4.0,-1,-1
1298.642,8.0,4.0,-1,-1
1298.662,8.0,4.0,-1,-1
1298.682,8.0,4.0,-1,-1
1298.702,8.0,4.0,-1,-1
1298.722,8.0,4.0,-1,-1
1298.742,8.0,4.0,-1,-1
1298.762,8.0,4.0,-1,-1
1298.782,8.0,4.0,-1,-1
1298.802,8.0,4.0,-1,-1
1298.822,8.0,4.0,-1,-1
1298.842,8.0,4.0,-1,-1
1298.862,8.0,4.0,-1,-1
1298.882,8.0,4.0,-1,-1
1298.902,8.0,4.0,-1,-1
1298.922,8.0,4.0,-1,-1
1298.942,8.0,4.0,-1,-1
1298.962,8.0,4.0,-1,-1
1298.982,8.0,4.0,-1,-1
1299.002,8.0,4.0,-1,-1
1299.022,8.0,4.0,-1,-1
1299.042,8.0,4.0,-1,-1
1299.062,8.0,4.0,-1,-1
1299.082,8.0,4.0,-1,-1
1299.102,8.0,4.0,-1,-1
1299.122,8.0,4.0,-1,-1
1299.142,8.0,4.0,-1,-1
1299.162,8.0,4.0,-1,-1
1299.182,8.0,4.0,-1,-1
1299.202,8.0,4.0,-1,-1
1299.222,8.0,4.0,-1,-1
1299.242,8.0,4.0,-1,-1
1299.262,8.0,4.0,-1,-1
1299.282,8.0,4.0,-1,-1
1299.302,8.0,4.0,-1,-1
1299.322,8.0,4.0,-1,-1
1299.342,8.0,4.0,-1,-1
1299.362,8.0,4.0,-1,-1
1299.382,8.0,4.0,-1,-1
1299.402,8.0,4.0,-1,-1
1299.422,8.0,4.0,-1,-1
1299.442,8.0,4.0,-1,-1
1299.462,8.0,4.0,-1,-1
1299.482,8.0,4.0,-1,-1
1299.502,8.0,4.0,-1,-1
1299.522,8.0,4.0,-1,-1
1299.542,8.0,4.0,-1,-1
1299.562,8.0,4.0,-1,-1
1299.582,8.0,4.0,-1,-1
1299.602,8.0,4.0,-1,-1
1299.622,8.0,4.0,-1,-1
1299.642,8.0,4.0,-1,-1
1299.662,8.0,4.0,-1,-1
1299.682,8.0,4.0,-1,-1
1299.702,8.0,4.0,-1,-1
1299.722,8.0,4.0,-1,-1
1299.742,8.0,4.0,-1,-1
1299.762,8.0,4.0,-1,-1
1299.782,8.0,4.0,-1,-1
1299.802,8.0,4.0,-1,-1
1299.822,8.0,4.0,-1,-1
1299.842,8.0,4.0,-1,-1
1299.862,8.0,4.0,-1,-1
1299.882,8.0,4.0,-1,-1
1299.902,8.0,4.0,-1,-1
1299.922,8.0,4.0,-1,-1
1299.942,8.0,4.0,-1,-1
1299.962,8.0,4.0,-1,-1
1299.982,8.0,4.0,-1,-1
1300.002,8.0,4.0,-1,-1
1300.022,8.0,4.0,-1,-1
1300.042,8.0,4.0,-1,-1
1300.062,8.0,4.0,-1,-1
1300.082,8.0,4.0,-1,-1
1300.102,8.0,4.0,-1,-1
1300.122,8.0,4.0,-1,-1
1300.142,8.0,4.0,-1,-1
1300.162,8.0,4.0,-1,-1
1300.182,8.0,4.0,-1,-1
1300.202,8.0,4.0,-1,-1
1300.222,8.0,4.0,-1,-1
1300.242,8.0,4.0,-1,-1
1300.262,8.0,4.0,-1,-1
1300.282,8.0,4.0,-1,-1
1300.302,8.0,4.0,-1,-1
1300.322,8.0,4.0,-1,-1
1300.342,8.0,4.0,-1,-1
1300.362,8.0,4.0,-1,-1
1300.382,8.0,4.0,-1,-1
1300.402,8.0,4.0,-1,-1
1300.422,8.0,4.0,-1,-1
1300.442,8.0,4.0,-1,-1
1300.462,8.0,4.0,-1,-1
1300.482,8.0,4.0,-1,-1
1300.502,8.0,4.0,-1,-1
1300.522,8.0,4.0,-1,-1
1300.542,8.0,4.0,-1,-1
1300.562,8.0,4.0,-1,-1
1300.582,8.0,4.0,-1,-1
1300.602,8.0,4.0,-1,-1
1300.622,8.0,4.0,-1,-1
1300.642,8.0,4.0,-1,-1
