p0x,p0y,p0z,p0xq,p0yq,p0zq,p0wq,t0x,t0y,t0z,t0xq,t0yq,t0zq,t0wq,t0xv,t0yv,t0zv,t0ct,t0run,cZxpos,cZy,cZz,time
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,3.764609
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,3.784609
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,3.804609
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,3.824609
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,3.844609
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,3.864609
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,3.884609
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,3.904609
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,3.924609
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,3.944609
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,3.964609
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,3.984609
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,4.00461
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,4.02461
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,4.04461
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,4.06461
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,4.08461
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,4.104609
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,4.124609
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,4.144609
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,4.164609
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,4.184609
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,4.204609
17.60073,1,17.92952,0,0.7666544,0,0.64206,35.84415,0.5,4.697131,0,0,0,1,0,0,0,False,False,0,0.2,0,4.224609
