p0x,p0y,p0z,p0xq,p0yq,p0zq,p0wq,t0x,t0y,t0z,t0xq,t0yq,t0zq,t0wq,t0xv,t0yv,t0zv,t0ct,t0run,cZxpos,cZy,cZz,time
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.612017E-22,False,False,0,0.2,0,84.08935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.608057E-22,False,False,0,0.2,0,84.10934
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.593774E-22,False,False,0,0.2,0,84.12935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.579548E-22,False,False,0,0.2,0,84.14935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.565896E-22,False,False,0,0.2,0,84.16935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.551782E-22,False,False,0,0.2,0,84.18935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.537724E-22,False,False,0,0.2,0,84.20935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.523722E-22,False,False,0,0.2,0,84.22935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.509777E-22,False,False,0,0.2,0,84.24934
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.495887E-22,False,False,0,0.2,0,84.26935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.482052E-22,False,False,0,0.2,0,84.28934
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.467756E-22,False,False,0,0.2,0,84.30935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.454551E-22,False,False,0,0.2,0,84.32935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.440882E-22,False,False,0,0.2,0,84.34935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.427268E-22,False,False,0,0.2,0,84.36935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.413708E-22,False,False,0,0.2,0,84.38935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.400202E-22,False,False,0,0.2,0,84.40935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.385975E-22,False,False,0,0.2,0,84.42934
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.373097E-22,False,False,0,0.2,0,84.44935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,6.359754E-22,False,False,0,0.2,0,84.46935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.48935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.50935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.52935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.54935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.56934
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.58935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.60934
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.62935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.64935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.66935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.68935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.70935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.72935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.74934
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.76935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.78934
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.80935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.82935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.84935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.86935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.88935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.90935
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.92934
-23.76052,1,14.38795,0,0.6133533,0,0.7898087,-1.287148,0.5,26.83116,0,0,0,1,0,0,0,False,False,0,0.2,0,84.94935
