p0x,p0y,p0z,p0xq,p0yq,p0zq,p0wq,t0x,t0y,t0z,t0xq,t0yq,t0zq,t0wq,t0xv,t0yv,t0zv,t0ct,t0run,t1x,t1y,t1z,t1xq,t1yq,t1zq,t1wq,t1xv,t1yv,t1zv,t1ct,t1run,t2x,t2y,t2z,t2xq,t2yq,t2zq,t2wq,t2xv,t2yv,t2zv,t2ct,t2run,t3x,t3y,t3z,t3xq,t3yq,t3zq,t3wq,t3xv,t3yv,t3zv,t3ct,t3run,cZxpos,cZy,cZz,time
-6.026082,1,-19.59297,0,-0.9668384,0,0.2553892,34.62522,0.5,28.20019,0,0,0,1,0,0,6.482052E-22,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,6.483575E-22,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,6.478377E-22,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,6.482052E-22,False,False,0,0.2,0,3.06854
-6.026082,1,-19.59297,0,-0.9668384,0,0.2553892,34.62522,0.5,28.20019,0,0,0,1,0,0,6.467756E-22,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,6.46979E-22,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,6.464736E-22,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,6.467756E-22,False,False,0,0.2,0,3.08854
-6.026082,1,-19.59297,0,-0.9668384,0,0.2553892,34.62522,0.5,28.20019,0,0,0,1,0,0,6.454551E-22,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,6.455543E-22,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,6.451149E-22,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,6.454551E-22,False,False,0,0.2,0,3.10854
-6.026082,1,-19.59297,0,-0.9668384,0,0.2553892,34.62522,0.5,28.20019,0,0,0,1,0,0,6.440882E-22,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,6.442387E-22,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,6.4371E-22,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,6.440882E-22,False,False,0,0.2,0,3.12854
-6.026082,1,-19.59297,0,-0.9668384,0,0.2553892,34.62522,0.5,28.20019,0,0,0,1,0,0,6.427268E-22,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,6.428767E-22,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,6.423624E-22,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,6.427268E-22,False,False,0,0.2,0,3.14854
-6.026082,1,-19.59297,0,-0.9668384,0,0.2553892,34.62522,0.5,28.20019,0,0,0,1,0,0,6.413708E-22,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,6.415201E-22,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,6.409685E-22,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,6.413708E-22,False,False,0,0.2,0,3.16854
-6.026082,1,-19.59297,0,-0.9668384,0,0.2553892,34.62522,0.5,28.20019,0,0,0,1,0,0,6.400202E-22,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,6.401689E-22,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,6.396319E-22,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,6.400202E-22,False,False,0,0.2,0,3.18854
-6.026082,1,-19.59297,0,-0.9668384,0,0.2553892,34.62522,0.5,28.20019,0,0,0,1,0,0,6.385975E-22,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,6.387714E-22,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,6.383006E-22,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,6.385975E-22,False,False,0,0.2,0,3.20854
-6.026082,1,-19.59297,0,-0.9668384,0,0.2553892,34.62522,0.5,28.20019,0,0,0,1,0,0,6.373097E-22,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,6.37483E-22,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,6.36923E-22,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,6.373097E-22,False,False,0,0.2,0,3.22854
-6.026082,1,-19.59297,0,-0.9668384,0,0.2553892,34.62522,0.5,28.20019,0,0,0,1,0,0,6.359754E-22,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,6.361221E-22,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,6.356025E-22,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,6.359754E-22,False,False,0,0.2,0,3.24854
-6.026082,1,-19.59297,0,-0.9668384,0,0.2553892,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.26854
-6.026082,1,-19.59297,0,-0.9668384,0,0.2553892,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.28854
-6.026082,1,-19.59297,0,-0.9668384,0,0.2553892,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.30854
-6.026082,1,-19.59297,0,-0.9668384,0,0.2553892,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.32854
-6.026082,1,-19.59297,0,-0.9668384,0,0.2553892,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.34854
-6.026082,1,-19.59297,0,-0.9668384,0,0.2553892,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.36854
-6.026082,1,-19.59297,0,-0.9668384,0,0.2553892,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.38854
-6.026082,1,-19.59297,0,-0.961518,0,0.2747421,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.40854
-6.026082,1,-19.59297,0,-0.9538657,0,0.3002338,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.42854
-6.026082,1,-19.59297,0,-0.9436761,0,0.3308709,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.44854
-6.026082,1,-19.59297,0,-0.9312363,0,0.364416,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.46854
-6.026082,1,-19.59297,0,-0.9156861,0,0.4018942,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.48854
-6.026082,1,-19.59297,0,-0.8788451,0,0.4771073,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.50854
-6.026082,1,-19.59297,0,-0.8574221,0,0.5146138,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.52854
-6.026082,1,-19.59297,0,-0.8358396,0,0.5489739,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.54854
-6.026082,1,-19.59297,0,-0.8087949,0,0.5880908,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.56854
-6.026082,1,-19.59297,0,-0.7793747,0,0.6265582,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.58854
-6.026082,1,-19.59297,0,-0.7151239,0,0.6989977,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.60854
-6.026082,1,-19.59297,0,-0.6909248,0,0.7229267,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.62854
-6.026082,1,-19.59297,0,-0.6704701,0,0.7419366,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.64854
-6.026082,1,-19.59297,0,-0.6521428,0,0.7580961,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.66854
-6.026082,1,-19.59297,0,-0.6310598,0,0.7757342,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.68854
-6.026082,1,-19.59297,0,-0.5899486,0,0.8074409,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.70854
-6.026082,1,-19.59297,0,-0.5729094,0,0.8196187,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.72854
-6.026082,1,-19.59297,0,-0.5559817,0,0.8311945,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.74854
-6.026082,1,-19.59297,0,-0.5391877,0,0.8421856,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.76854
-6.026082,1,-19.59297,0,-0.5244074,0,0.8514675,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.78854
-6.026082,1,-19.59297,0,-0.5113435,0,0.8593765,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.80854
-6.026082,1,-19.59297,0,-0.5113435,0,0.8593765,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.82854
-6.026082,1,-19.59297,0,-0.5113435,0,0.8593765,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.84854
-6.026082,1,-19.59297,0,-0.5113435,0,0.8593765,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.86854
-6.026082,1,-19.59297,0,-0.5113435,0,0.8593765,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.88854
-6.026082,1,-19.59297,0,-0.5113435,0,0.8593765,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.90854
-6.026082,1,-19.59297,0,-0.5113435,0,0.8593765,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.92854
-6.026082,1,-19.59297,0,-0.5113435,0,0.8593765,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.94854
-6.026082,1,-19.59297,0,-0.5113435,0,0.8593765,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.96854
-6.026082,1,-19.59297,0,-0.5113435,0,0.8593765,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,3.98854
-6.026082,1,-19.59297,0,-0.5113435,0,0.8593765,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,4.00854
-6.026082,1,-19.59297,0,-0.5113435,0,0.8593765,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,4.02854
-6.026082,1,-19.59297,0,-0.5113435,0,0.8593765,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,4.04854
-6.026082,1,-19.59297,0,-0.5113435,0,0.8593765,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,4.06854
-6.026082,1,-19.59297,0,-0.5113435,0,0.8593765,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,4.08854
-6.026082,1,-19.59297,0,-0.5117184,0,0.8591533,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,4.108541
-6.026082,1,-19.59297,0,-0.477977,0,0.8783724,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,4.128541
-6.026082,1,-19.59297,0,-0.4234621,0,0.9059138,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,4.14854
-6.026082,1,-19.59297,0,-0.3547538,0,0.9349598,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,4.16854
-6.026082,1,-19.59297,0,-0.2769517,0,0.9608839,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,4.18854
-6.026082,1,-19.59297,0,-0.08982182,0,0.9959579,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,4.20854
-6.026082,1,-19.59297,0,-0.02405455,0,0.9997107,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,4.22854
-6.026082,1,-19.59297,0,0.03571306,0,0.9993621,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,4.24854
-6.026082,1,-19.59297,0,0.08535855,0,0.9963503,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,4.26854
-6.026082,1,-19.59297,0,0.1231103,0,0.992393,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,4.28854
-6.026082,1,-19.59297,0,0.1636986,0,0.9865105,34.62522,0.5,28.20019,0,0,0,1,0,0,0,False,False,-6.537349,0.5,17.15763,0,0,0,1,0,0,0,False,False,18.4957,0.5,-6.776199,0,0,0,1,0,0,0,False,False,-39.85082,0.5,-22.40546,0,0,0,1,0,0,0,False,False,0,0.2,0,4.30854
