p0x,p0y,p0z,p0xq,p0yq,p0zq,p0wq,t0x,t0y,t0z,t0xq,t0yq,t0zq,t0wq,t0xv,t0yv,t0zv,t0ct,t0run,cZxpos,cZy,cZz,time
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.608521E-22,False,False,0,0.2,0,13.84935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.604699E-22,False,False,0,0.2,0,13.86935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.590552E-22,False,False,0,0.2,0,13.88935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.576463E-22,False,False,0,0.2,0,13.90935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.562429E-22,False,False,0,0.2,0,13.92935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.547935E-22,False,False,0,0.2,0,13.94935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.534015E-22,False,False,0,0.2,0,13.96935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.520152E-22,False,False,0,0.2,0,13.98935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.506343E-22,False,False,0,0.2,0,14.00935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.492073E-22,False,False,0,0.2,0,14.02935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.478377E-22,False,False,0,0.2,0,14.04935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.464736E-22,False,False,0,0.2,0,14.06935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.451149E-22,False,False,0,0.2,0,14.08935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.4371E-22,False,False,0,0.2,0,14.10935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.423624E-22,False,False,0,0.2,0,14.12935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.409685E-22,False,False,0,0.2,0,14.14935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.396319E-22,False,False,0,0.2,0,14.16935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.383006E-22,False,False,0,0.2,0,14.18935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.36923E-22,False,False,0,0.2,0,14.20935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,6.356025E-22,False,False,0,0.2,0,14.22935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,0,False,False,0,0.2,0,14.24935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,0,False,False,0,0.2,0,14.26935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,0,False,False,0,0.2,0,14.28935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,0,False,False,0,0.2,0,14.30935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,0,False,False,0,0.2,0,14.32935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,0,False,False,0,0.2,0,14.34935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,0,False,False,0,0.2,0,14.36935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,0,False,False,0,0.2,0,14.38935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,0,False,False,0,0.2,0,14.40935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,0,False,False,0,0.2,0,14.42935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,0,False,False,0,0.2,0,14.44935
7.427022,1,13.58599,0,0.9915665,0,0.129599,12.37087,0.5,-10.43285,0,0,0,1,0,0,0,False,False,0,0.2,0,14.46935
